GHG_Grouped,National_Communication_Category,IPCC_Code,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,current
N2O,Agriculture,3D22,Dairy - Dairy Cows - Indirect Leach,0.1102580522,0.1071020321,0.1058991056,0.1049644039,0.1062566335,0.1034315298,0.10585167,0.1045876777,0.1024999452,0.1039379262,0.1003917311,0.100606365,0.1010061135,0.1012140984,0.1006216715,0.09524889726,0.094805123,0.09612902078,0.09220886179,0.09108313285,0.09352874502,0.09328911051,0.09240333192,0.09386631049,0.1001383668,0.1016281168,0.09970826724,0.1018602288
N2O,Agriculture,3D22,Poultry - Ducks - Indirect Leach,0.001395414698,0.001410208812,0.001559824052,0.001723076613,0.00172931386,0.001872412577,0.002272984717,0.003161843351,0.002331458996,0.002432948804,0.002375954595,0.002727350319,0.003231691383,0.002605638219,0.003200817177,0.002920044666,0.003670345344,0.002737148935,0.002561258878,0.003137629792,0.002959832074,0.002855066406,0.002719794834,0.002847316348,0.002391060184,0.002651283473,0.002391578814,0.002780999142
N2O,Agriculture,3D22,Sheep - Ewe - Indirect Leach,0.02868764704,0.02864974832,0.02734931973,0.02861348811,0.03156713499,0.02925774468,0.02822951073,0.02794900053,0.02932178544,0.03008767,0.02638433251,0.02242186113,0.02156613124,0.0210620323,0.02089784834,0.0197767144,0.01826289491,0.01778890403,0.01538172463,0.01564664184,0.01637299242,0.01647980768,0.0166589611,0.01696620112,0.01752440313,0.01744261809,0.0173248144,0.01748236889
N2O,Agriculture,3D22,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,0.03324203043,0.03356509288,0.03365754746,0.03377193321,0.03330203817,0.03193909171,0.03058699721,0.03285453706,0.03350155577,0.02921642053,0.0260574385,0.02277927279,0.02107553128,0.01765955987,0.01803439671,0.01652214348,0.01655512208,0.01610146351,0.01576975851,0.01533455933,0.01416959128,0.0139824514,0.01418818424,0.01525330422,0.01539132167,0.01509443754,0.01531950504,0.01565494481
N2O,Agriculture,3D22,Pig - Fattening Pig < 20 kg - Indirect Leach,0.005874097898,0.006010318559,0.005879432738,0.00607677977,0.006257901941,0.0058883241,0.005886854569,0.006231918409,0.006307937119,0.005617203241,0.004710814757,0.004120981719,0.003992969747,0.003633824799,0.003683766122,0.003235180382,0.00310706786,0.002881398549,0.002735643901,0.002721608769,0.002470939873,0.002467176676,0.002474076242,0.00288117677,0.002712627032,0.002664356299,0.002829518556,0.002898833759
N2O,Agriculture,3D22,Pig - Fattening Pig > 80 kg - Indirect Leach,0.008127318906,0.008333467602,0.008634616843,0.008682172673,0.009121280099,0.009676980731,0.01068982957,0.01074294556,0.01055346521,0.009728451842,0.008992352453,0.008402715687,0.008035461062,0.007919644764,0.007454849734,0.007444764293,0.007283366699,0.007379072051,0.007035962873,0.006736093596,0.006264180117,0.006273745289,0.00638276139,0.006864632817,0.007038056299,0.006844040403,0.006970770867,0.007127869591
N2O,Agriculture,3D22,Poultry - Geese - Indirect Leach,0.0001089325482,0.00009327166532,0.00008979708162,0.0001006452379,0.00008762701846,0.00009049014283,0.0001081134207,0.0001153230097,0.0001182001625,0.0001228447015,0.0001347129104,0.0001319361946,0.0002493463616,0.0001717184071,0.0001843081448,0.0001818017995,0.0002015090053,0.0001297242358,0.0001287354312,0.0001564194534,0.0001554090071,0.0001407232885,0.0001163985087,0.0001109969965,0.0001297298895,0.0001691436271,0.0001872116093,0.0001984122552
N2O,Agriculture,3D22,Pig - Gilt - Indirect Leach,0.001662291744,0.001670564897,0.001694583336,0.001844883422,0.001679527772,0.001606655722,0.001748011115,0.001894073671,0.001668655649,0.00145397426,0.001230526747,0.001054330333,0.001160640155,0.001096387721,0.001075501216,0.001094563179,0.001138146771,0.0009854232817,0.0008893282058,0.000901350743,0.00109605428,0.001128430269,0.001170102975,0.00117827114,0.001070129575,0.001092815331,0.001046583006,0.001062919902
N2O,Agriculture,3D22,Poultry - Growing Pullets - Indirect Leach,0.002678579067,0.002787242391,0.002687391063,0.002627079254,0.002504026731,0.002427116534,0.002333353548,0.002756616959,0.002392980249,0.002361223937,0.002363884722,0.002606766757,0.002678983888,0.002232197576,0.002161428556,0.002883398967,0.002528422491,0.002341915175,0.002434984032,0.002179342229,0.002268492925,0.002408604283,0.002373593145,0.00221677406,0.00236729649,0.002281381313,0.002335064047,0.00245694512
N2O,Agriculture,3D22,Sheep - Lamb - Indirect Leach,0.01265641514,0.01271360023,0.01227507179,0.01210726859,0.01302154292,0.0123106341,0.01174670573,0.01179309549,0.0126672659,0.01265939895,0.01145141777,0.009856424395,0.00936197855,0.009360570379,0.009517391704,0.009352283987,0.008550601537,0.008737620188,0.007398700587,0.007506202893,0.007674590681,0.007970936802,0.007965891432,0.007989098352,0.008508831711,0.008408109257,0.00857550304,0.008837046397
N2O,Agriculture,3D22,Poultry - Laying Hens - Indirect Leach,0.01466969198,0.01449895487,0.01439431425,0.01414677976,0.01394717003,0.01350655413,0.0128714309,0.01488736067,0.01307798604,0.01328749047,0.01331368977,0.01416630592,0.01351264428,0.01362022324,0.01366424984,0.01340073237,0.01278488776,0.01200722518,0.01121521084,0.0113753123,0.0120202382,0.01216990152,0.0115107665,0.01150621675,0.01175087587,0.01183996575,0.01220560104,0.01262864779
N2O,Agriculture,3D22,Poultry - Other - Indirect Leach,0.0008354988397,0.0008776402692,0.0008458144381,0.0008768425521,0.0009363373881,0.001073900545,0.001302047281,0.002494862434,0.002156441972,0.002194422293,0.003420985679,0.004437111531,0.003457472146,0.004144586094,0.004342310526,0.004555206705,0.006665551322,0.004818922255,0.005343541614,0.00573555527,0.006455008988,0.006588380106,0.006208863215,0.005776382283,0.006598061237,0.005645742865,0.006295880413,0.006071175619
N2O,Agriculture,3D22,Sheep - Ram - Indirect Leach,0.0008863284818,0.0008772791384,0.0008189685142,0.000849294779,0.0009505361123,0.0009070349434,0.0008727421547,0.0006551389142,0.0009138467126,0.0009797419561,0.0007970427525,0.0006812187856,0.0006233880196,0.0006109637784,0.0006073071609,0.0006004893691,0.0005875619738,0.0005400617111,0.0004742564581,0.0004736958881,0.0004874137268,0.0004984292975,0.0005087125908,0.0005711381625,0.0005447723667,0.0005258745393,0.0005240023622,0.0005260288919
N2O,Agriculture,3D22,Pig - Sow - Indirect Leach,0.007921175128,0.008023848903,0.007834527306,0.007891021352,0.007700225658,0.007189814215,0.007030777062,0.007288056302,0.007171507732,0.00632157259,0.005548290817,0.005371724244,0.004856994743,0.004489778785,0.004605164239,0.004135851993,0.004123475792,0.003883467285,0.003374246231,0.00344990923,0.003078354216,0.003094868706,0.003054722623,0.003047711835,0.00299192124,0.003019994496,0.003089405378,0.00310390127
N2O,Agriculture,3D22,Poultry - Turkeys - Indirect Leach,0.007272211205,0.007547642284,0.006439344496,0.006654801539,0.007124342046,0.006994531755,0.00943613733,0.007927405001,0.009474325761,0.009321768,0.007029007816,0.007997050195,0.006491060153,0.005594235894,0.005698377497,0.005482170274,0.004843687133,0.003087948936,0.004387971063,0.00341793145,0.002941121344,0.0032356859,0.003098501597,0.003445308711,0.003237323642,0.003616271604,0.003557889985,0.003556145506
N2O,Agriculture,3D22,Deer FAM - Indirect Leaching,0.00004205251314,0.00004205251314,0.000046738312,0.000046738312,0.00003279598907,0.00003279598907,0.00003054559762,0.00003227338631,0.00002715929615,0.0000319960869,0.0000319960869,0.00002946306335,0.00003255157451,0.00002795035946,0.00002874315139,0.00002950750236,0.00003175784936,0.00002756462886,0.00002789485514,0.00002974569545,0.00002751307961,0.00002899023229,0.00002768728053,0.00002826587643,0.00002840541525,0.00002727399774,0.00002742420159,0.00002770327857
N2O,Agriculture,3D22,Deer PRP - Indirect Leaching,0.0001621701101,0.0001621701101,0.000180240291,0.000180240291,0.0001264735152,0.0001264735152,0.0001177951699,0.0001244581649,0.0001047363337,0.0001233887953,0.0001233887953,0.0001136205157,0.0001255309619,0.0001077869676,0.0001108442678,0.000113791889,0.0001224700629,0.0001062994472,0.0001075729223,0.00011471045,0.0001061006541,0.0001117971035,0.0001067724375,0.0001090037183,0.0001095418318,0.0001051786656,0.0001057579074,0.0001068341319
N2O,Agriculture,3D22,Goats FAM - Indirect Leaching,0.00004330171752,0.00004946328109,0.00004872119645,0.00004549232495,0.00004211812228,0.00003340377176,0.00003755853133,0.00003549762505,0.00003627172416,0.00003541837673,0.00003297719275,0.00003321307166,0.00004147192758,0.00003928374823,0.00004065874382,0.00004198758827,0.00004346576,0.00004240369138,0.00004270480475,0.00004443913785,0.00004127695889,0.00004185609139,0.00004343582631,0.00004336521123,0.00004444797536,0.00004472288613,0.00004540949568,0.0000466454817
N2O,Agriculture,3D22,Goats PRP - Indirect Leaching,0.0006474348999,0.0007395608368,0.0007284653993,0.0006801882359,0.0006297381222,0.0004994436449,0.0005615644221,0.0005307503406,0.0005423244491,0.0005295654423,0.0004930655574,0.0004965923515,0.0006200764038,0.0005873593719,0.0006079179127,0.000627786415,0.0006498876161,0.0006340078698,0.0006385100309,0.0006644412835,0.0006171612877,0.0006258203114,0.0006494400562,0.0006483842396,0.0006645734194,0.0006686838066,0.0006789497964,0.0006974299059
N2O,Agriculture,3D22,Sewage Sludge Application - Indirect Leaching,0.01926350474,0.01931813567,0.01834486163,0.01910348448,0.01909701665,0.02073870077,0.01980800662,0.01991115507,0.01914559277,0.02076551772,0.02238544267,0.03152583571,0.03401987427,0.04019972671,0.04242914963,0.04613859235,0.04885624363,0.05056515969,0.05162023034,0.04967005301,0.04861261947,0.04778123044,0.04816165283,0.04881416092,0.05052639373,0.05394784865,0.05438534453,0.05438534453
N2O,Agriculture,3D22,Horses FAM - Indirect Leaching,0.002993682925,0.003079560801,0.003165438678,0.003251316554,0.003337194431,0.003423072307,0.003813426291,0.004203780275,0.004594134259,0.004672889268,0.004751644278,0.004830399287,0.004909154297,0.004987909306,0.005066664316,0.005145419325,0.00513605083,0.005126682334,0.005117313838,0.005107945343,0.005098576847,0.005053164422,0.005007751996,0.004962339571,0.004916927146,0.00487151472,0.004816484344,0.00478027653
N2O,Agriculture,3D22,Horses PRP - Indirect Leaching,0.008100498986,0.008400969772,0.008701440558,0.009001911344,0.00930238213,0.009602852916,0.01096862922,0.01233440552,0.01370018181,0.0138174748,0.01393476778,0.01405206076,0.01416935374,0.01428664673,0.01440393971,0.01452123269,0.01448845406,0.01445567543,0.0144228968,0.01439011817,0.01435733954,0.0142294604,0.01410158126,0.01397370212,0.01384582299,0.01371794385,0.01352540275,0.01339871832
N2O,Agriculture,3D22,Other cattle - Beef females for slaughter - Indirect Leach,0.0415206583,0.04224718903,0.04195584823,0.03881666845,0.03947155664,0.03906539603,0.03915755372,0.03842953721,0.03836305188,0.03861862772,0.03775797966,0.03416384165,0.0325421515,0.03397896082,0.03472560715,0.03254503184,0.03274936342,0.03227199141,0.03141009774,0.02984906933,0.02861570354,0.02707738508,0.02703989708,0.02750161117,0.02723544457,0.02719677535,0.02785403508,0.02737840079
N2O,Agriculture,3D22,Other cattle - Bulls for breeding - Indirect Leach,0.002046012653,0.002027153387,0.002058737079,0.002100441551,0.002187084381,0.002211323439,0.002345060001,0.002346088174,0.002345389366,0.002388055454,0.002310375964,0.002435537254,0.002364655779,0.002386352456,0.002485294525,0.003608946424,0.003609029484,0.00363479464,0.003707001199,0.003724683042,0.003799280241,0.003637235798,0.003575920842,0.003500050683,0.003544250776,0.003453277421,0.003386442832,0.003483211862
N2O,Agriculture,3D22,Other cattle - Cereal fed bull - Indirect Leach,0.0111564341,0.01196564755,0.01175436958,0.01158244742,0.01198703151,0.01355568084,0.01691637759,0.0121898091,0.01092254001,0.01116783387,0.01131643631,0.01466189474,0.01356033224,0.0148663685,0.01580468522,0.01584077856,0.01218198161,0.011527983,0.01056159201,0.01105344758,0.01273614804,0.01131949109,0.01097603215,0.01170934639,0.00966063185,0.008166385468,0.008824862337,0.007914994135
N2O,Agriculture,3D22,Other cattle - Cows - Indirect Leach,0.03957364902,0.04122582366,0.04200134353,0.04326016902,0.04386482166,0.04463885343,0.04521624887,0.04516877645,0.04725082339,0.04671623484,0.04472908849,0.04143466005,0.04020885206,0.04124138667,0.04219207448,0.04316073181,0.04232669731,0.04159344508,0.04058679309,0.03957535134,0.04037208369,0.04067977713,0.0402283335,0.03892889529,0.0378678757,0.03804252359,0.03839813473,0.03892913281
N2O,Agriculture,3D22,Cropland management,0.04144874013,0.04255875166,0.04361498194,0.04462026,0.04557725223,0.0464884726,0.04735629216,0.04818294791,0.04897055107,0.04972109479,0.05483154623,0.05968180432,0.06428630726,0.0686586193,0.07281148805,0.07675689777,0.08050611891,0.08406975426,0.08745778185,0.0906795949,0.09108160661,0.09147404934,0.09185683058,0.09222989862,0.09259323793,0.09294686496,0.09329082433,0.09329082433
N2O,Agriculture,3D22,Other cattle - Dairy Calves Female - Indirect Leach,0.008508874199,0.008293679238,0.008216648125,0.008200485351,0.008306630785,0.008008809289,0.008167751713,0.007762378033,0.007689236275,0.00775514389,0.007466576867,0.007199285993,0.007250193245,0.007194489698,0.007050756453,0.007060613196,0.006953019069,0.007149896512,0.007059950015,0.007669536289,0.007891401781,0.008078703592,0.008034002425,0.008091643936,0.008601374024,0.008801229532,0.008671705906,0.008012629303
N2O,Agriculture,3D22,Other cattle - Dairy Replacements Female - Indirect Leach,0.008063479921,0.007897819001,0.008302073238,0.008245481332,0.008326014839,0.009235484261,0.009723990253,0.009872512571,0.009497915568,0.009648086682,0.008959585919,0.008308746894,0.007388748665,0.00760125132,0.008012859788,0.005289727152,0.005040048346,0.004990991516,0.004902617717,0.005020678411,0.005312456529,0.005383242048,0.005429915507,0.005508748107,0.005741530018,0.005638415367,0.005868939489,0.005802591192
N2O,Agriculture,3D22,Other cattle - Dairy In Calf Heifers - Indirect Leach,0.009309479819,0.009384588308,0.009783458239,0.010175768,0.009863137217,0.01011239454,0.01108694467,0.01092910182,0.01033107677,0.01012767373,0.009877093159,0.009384358131,0.00884164645,0.008325278036,0.008739053833,0.01268447583,0.01281798079,0.01215350873,0.01165725798,0.01165441117,0.01199715327,0.01212564986,0.01168948145,0.01159564902,0.01223855911,0.01154877691,0.01107333551,0.01114800244
N2O,Agriculture,3D22,Other cattle - Heifers for breeding - Indirect Leach,0.009732769768,0.008745213224,0.009254875598,0.01033151717,0.009994475014,0.009418224693,0.009915030412,0.01088347577,0.01005394042,0.009791654584,0.009085443684,0.009499871032,0.01061589176,0.01038816613,0.01027338359,0.0119061228,0.01200583833,0.01183293175,0.01168973666,0.01195988337,0.01233371211,0.0124000439,0.01202040567,0.01152720465,0.01129826005,0.01123242442,0.01129956563,0.01066612014
N2O,Agriculture,3D22,Other cattle - Steers - Indirect Leach,0.04905952215,0.04522778891,0.04439823855,0.04393136346,0.04349346844,0.04170952156,0.03943229486,0.04030761485,0.0407048334,0.03947894252,0.04057754154,0.03621369524,0.03624220705,0.03735063017,0.03736863143,0.03774285456,0.03902793894,0.03759982871,0.03689967589,0.03716601142,0.03587859582,0.03537136657,0.0355623319,0.03499163863,0.03619719119,0.03740088263,0.03762732017,0.03737550165
N2O,Agriculture,3D13,Pig - Boar - Direct,0.002360855024,0.002529915555,0.002653482963,0.002851724938,0.002866187131,0.002787474976,0.002850553859,0.002993568,0.002907855159,0.002489774883,0.002025725852,0.001918841718,0.001659724187,0.001403835732,0.001388888824,0.001266802278,0.001245213365,0.001127198292,0.001036924247,0.001087137202,0.0009609423023,0.0009412192794,0.000918809231,0.0008526654516,0.0008146486549,0.0008515792381,0.0008492348757,0.0007727435897
N2O,Agriculture,3D13,Poultry - Breeding Flock - Direct,0.0009819519779,0.0009495146148,0.000893101235,0.0009581819906,0.001010576846,0.0009956177772,0.00116658006,0.001155007888,0.00125680115,0.001172897007,0.001433906818,0.00156567394,0.001480250553,0.001383481358,0.001228997189,0.0008579736206,0.0007364623574,0.0006762736381,0.0003533104045,0.0001853875037,0.0001835516923,0.0001958854431,0.000190818192,0.0002142397725,0.0002150984208,0.0002390352695,0.0002434163072,0.0002565672546
N2O,Agriculture,3D13,Poultry - Broilers - Direct,,0.00005359039233,0.0001023685106,0.0001640304273,0.0002040467292,0.0002561618928,0.000317859977,0.0004797980753,0.0004979857026,0.0005703050929,0.0007023978775,0.001320292311,0.001940716415,0.002974500929,0.004199419514,0.004448770497,0.004906199673,0.005302604773,0.005691001032,0.005636530026,0.00552326353,0.00537387458,0.005378959257,0.005484822188,0.00578890258,0.005614852319,0.005802785775,0.006168505837
N2O,Agriculture,3D13,Dairy - Dairy Cows - Direct,0.1992862846,0.1918436996,0.1879123821,0.1846518654,0.1851420342,0.1778407674,0.1795426126,0.1744612738,0.1689224192,0.1689524284,0.1603376612,0.1557900241,0.1513598433,0.145821922,0.1397702834,0.1285461173,0.1203929188,0.1137384455,0.1032795634,0.0954211701,0.09213670275,0.0874214588,0.08238606613,0.08207887323,0.08850982085,0.08954607951,0.08568273288,0.08763705504
N2O,Agriculture,3D13,Poultry - Ducks - Direct,0.0002914522615,0.0002945382365,0.0003257805056,0.0003598710416,0.00036117719,0.0003910433487,0.0004747235426,0.0006394388863,0.0004570215347,0.0004627100123,0.0004755563995,0.0005665846159,0.0008313857473,0.0008126384579,0.001189571526,0.001157418444,0.001545717739,0.001219536834,0.001203450658,0.001551020581,0.001461856735,0.001408896941,0.001340948077,0.001402591915,0.001176734721,0.001303625019,0.001174902241,0.001364942436
N2O,Agriculture,3D13,Sheep - Ewe - Direct,0.2753761611,0.2756703389,0.2792653692,0.2850037394,0.2838212017,0.2760229094,0.2714827208,0.2787385507,0.2846628046,0.2859794726,0.2694631568,0.2370223981,0.232701253,0.2285848287,0.2289282666,0.2206100215,0.2091913047,0.2088492898,0.1915622577,0.1895593866,0.1920373239,0.1962465406,0.2002568828,0.2008097778,0.209401356,0.2116206066,0.2066650771,0.2104903948
N2O,Agriculture,3D13,Pig - Fattening Pig 20 to 80 kg - Direct,,0.0006706979515,0.001339858167,0.002009600376,0.00263080834,0.003141983561,0.003596772252,0.004493666159,0.005211060619,0.004536570019,0.004042443377,0.003534197392,0.003272322233,0.004156230329,0.005701355876,0.006566198662,0.007946950319,0.006791884887,0.005748265643,0.004738914837,0.004371637431,0.004308178103,0.004362765537,0.004687543143,0.004727487295,0.004640036571,0.004708539989,0.004812486435
N2O,Agriculture,3D13,Pig - Fattening Pig < 20 kg - Direct,,0.0001115089143,0.0002157553002,0.0003307291743,0.0004488344703,0.0005220016823,0.0006193958625,0.0007566777199,0.0008650336381,0.002725903108,0.0039642745,0.004973521526,0.006318232223,0.006476435432,0.007309872374,0.007095170905,0.007464831538,0.007669227151,0.007987587279,0.008659707495,0.007851842452,0.007832740022,0.007846572997,0.00912799929,0.00859749091,0.008455425788,0.00897762009,0.009203193071
N2O,Agriculture,3D13,Pig - Fattening Pig > 80 kg - Direct,,0.0001671494298,0.0003452062831,0.0005186998897,0.0007238750327,0.0009564007416,0.001263056506,0.001472832857,0.001647142391,0.001516247519,0.001400541013,0.001307849018,0.001251074352,0.001867800106,0.002361076189,0.002968393302,0.003510466562,0.003128865995,0.002582582304,0.002097023645,0.001942588697,0.00194370736,0.00197870438,0.002126934361,0.002179118759,0.002122197958,0.002161190293,0.002210736245
N2O,Agriculture,3D13,Poultry - Geese - Direct,0.00002275053317,0.00001947912709,0.00001875259196,0.00002101937444,0.00001830084796,0.00001889899872,0.00002258071789,0.00002332082648,0.00002316973431,0.00002336208873,0.00002696219363,0.00002740681676,0.00006414495541,0.00005355456934,0.00006849676353,0.00007206048267,0.00008486459071,0.0000578040794,0.00006050619737,0.00007733950703,0.00007677644928,0.0000694524505,0.00005739792771,0.00005468779127,0.00006385943737,0.00008317909721,0.0000919941146,0.00009741725823
N2O,Agriculture,3D13,Pig - Gilt - Direct,0.005698708361,0.006038974699,0.00645119553,0.007373976941,0.007039340285,0.007050619646,0.008018034761,0.009061101348,0.008314872357,0.00724231498,0.006135003716,0.005257186847,0.005788079956,0.005479608458,0.005384080907,0.005484857005,0.005713534446,0.005772724114,0.006003270655,0.006904592076,0.008401241969,0.008642234942,0.008955305529,0.00901881237,0.008192091815,0.008366720938,0.008010379234,0.008137750066
N2O,Agriculture,3D13,Poultry - Growing Pullets - Direct,0.0004929023725,0.0005128858662,0.0004945321197,0.0004833988659,0.0004607434107,0.0004465613339,0.0004293329625,0.0004911165656,0.0004132479842,0.0003956013023,0.0004168351411,0.0004182493212,0.0004687636301,0.0004182167053,0.0004270758981,0.0005386692665,0.0004451004854,0.0003863002243,0.0003747469583,0.0003114755842,0.0003235581444,0.0003428713531,0.000337211985,0.0003143035282,0.0003350248381,0.0003222046471,0.0003291091658,0.0003455733024
N2O,Agriculture,3D13,Sheep - Lamb - Direct,0.1423749631,0.142360595,0.1460580206,0.1408910498,0.1357200367,0.1339490233,0.1305846982,0.1362152323,0.1417051083,0.1388753638,0.1359589388,0.1216473423,0.1181790029,0.1191291322,0.1220194269,0.1225178701,0.1151293355,0.1209755681,0.1095527733,0.1081250211,0.106420299,0.1121914239,0.1131363418,0.1113594027,0.1200259248,0.120713094,0.1211242719,0.1256832238
N2O,Agriculture,3D13,Poultry - Laying Hens - Direct,0.004994543085,0.005364730834,0.005695525154,0.006012826355,0.006301626268,0.006492004355,0.00651063802,0.007918809245,0.006988656686,0.007315215241,0.008021593443,0.009311543084,0.01060635629,0.01244506337,0.01443654565,0.01473070935,0.01454085351,0.01384876898,0.01322096419,0.01390266078,0.015176079,0.01519728234,0.01443669988,0.01429619996,0.01422285185,0.01405489054,0.01428423289,0.01454411499
N2O,Agriculture,3D13,Poultry - Other - Direct,0.0001537730746,0.0001615287134,0.0001556683561,0.0001613815075,0.0001723263427,0.0001976441028,0.0002396294129,0.0004445780121,0.0003724508016,0.0003676986532,0.0006032873982,0.0008121660561,0.0007838800779,0.001139419853,0.001422957759,0.001592195629,0.00247566683,0.001893819775,0.002215240045,0.002501621657,0.002813177826,0.002868955359,0.002701440609,0.002511116414,0.002865951535,0.002450039353,0.002729887484,0.002630202339
N2O,Agriculture,3D13,Sheep - Ram - Direct,0.009713911026,0.009634817304,0.009617115821,0.009745474857,0.009778027565,0.009836157484,0.009644768947,0.007413800667,0.01038005223,0.01095739476,0.009508374617,0.008461525169,0.007912864923,0.00782213949,0.007870466788,0.007933695455,0.007978611595,0.007536584484,0.007101076518,0.006889833221,0.006759777201,0.007039164569,0.007252728563,0.007934431588,0.007676233743,0.007576678299,0.007399529608,0.007515838314
N2O,Agriculture,3D13,Pig - Sow - Direct,0.02963789644,0.03202092515,0.03323073959,0.03546669349,0.0365780413,0.03600781453,0.03704144151,0.04031350267,0.04115388377,0.03757721679,0.03409970742,0.03410776615,0.0318239135,0.02739777678,0.02616633546,0.02179411219,0.02009652391,0.0233161181,0.02433567435,0.02937933654,0.02615227073,0.02626218713,0.02589383515,0.02580435751,0.02529516209,0.02551907851,0.0260921305,0.02620078034
N2O,Agriculture,3D13,Poultry - Turkeys - Direct,0.001615153046,0.001676365401,0.001633046613,0.001666779903,0.001802619656,0.002035140717,0.002464801896,0.001941959528,0.002275785724,0.001921805545,0.001895516183,0.002323733102,0.002384782565,0.002721599971,0.003259532966,0.003315513024,0.003128994507,0.00208733291,0.003185837466,0.002783874961,0.002394687866,0.002418027638,0.002306957623,0.002531308397,0.002322021134,0.002675198032,0.002600498961,0.002553956086
N2O,Agriculture,3D13,Deer PRP - Direct,0.0009829670943,0.0009829670943,0.001092496484,0.001092496484,0.0007665981334,0.0007665981334,0.0007139957899,0.0007543824233,0.0006348418305,0.0007479006179,0.0007479006179,0.000688691819,0.0007608850037,0.0006533327398,0.0006718640551,0.0006897305699,0.0007423318746,0.0006443163823,0.00065203534,0.0006952982745,0.0006431114314,0.0006776395099,0.0006471833347,0.0006607078709,0.0006639695564,0.0006375229517,0.0006410339296,0.000647557285
N2O,Agriculture,3D13,Goats PRP - Direct,0.00392431874,0.004482724752,0.004415471607,0.004122847627,0.003817052672,0.003027294413,0.00340382915,0.003217054731,0.003287209261,0.003209872668,0.002988634699,0.003010011773,0.003758489776,0.003560180939,0.003684793108,0.003805222724,0.003939185471,0.003842933035,0.003870222134,0.004027400099,0.003740820285,0.003793305514,0.00393647266,0.003930073005,0.00402820102,0.004053115447,0.004115341032,0.004227355136
N2O,Agriculture,3D13,Other cattle - Beef females for slaughter - Direct,0.0914677564,0.09295284183,0.09264634089,0.08564674023,0.08705288678,0.08600564267,0.08636860674,0.08330731281,0.08310532005,0.0839763087,0.08222532219,0.07502183293,0.0714896416,0.0744447087,0.0760749205,0.07399918806,0.0741665241,0.07288084532,0.07103131852,0.06747418678,0.06484416012,0.06118991667,0.06114606344,0.06217896439,0.06172634964,0.06153136933,0.06305842357,0.06267287965
N2O,Agriculture,3D13,Other cattle - Bulls for breeding - Direct,0.004632955068,0.004597113827,0.004662958287,0.004764317988,0.004960174001,0.00502235149,0.005326753195,0.005332382548,0.005346070275,0.005438958623,0.00525622023,0.00557096503,0.005382316471,0.005437346093,0.005664249152,0.008256050054,0.008240202166,0.00825574563,0.008423456973,0.00848302029,0.008649238731,0.008231835654,0.008094515843,0.007990097986,0.00805233219,0.00780141388,0.007628958964,0.007840765998
N2O,Agriculture,3D13,Other cattle - Cereal fed bull - Direct,0.001472326109,0.001452980684,0.001392751892,0.001395333712,0.001449267441,0.001640133888,0.002027460155,0.001416239116,0.001231040832,0.001259674657,0.001492626153,0.001888981336,0.001586307743,0.001773717768,0.001895741546,0.001767061235,0.001372299301,0.001302560706,0.001184695626,0.00123590327,0.001402211684,0.001266736017,0.001194282795,0.001278894485,0.001098521425,0.0009647273787,0.0009921041933,0.0008870345295
N2O,Agriculture,3D13,Other cattle - Cows - Direct,0.08896158806,0.09275035368,0.09446371426,0.0974845439,0.09890304544,0.1006484451,0.1020209419,0.101981672,0.1067989161,0.1056330472,0.1010934844,0.09399346392,0.09099200665,0.09332152831,0.09551799478,0.09703849016,0.09531989624,0.09352412983,0.09157921226,0.08925464556,0.09115350197,0.09188922513,0.09089387851,0.08779183366,0.08546568003,0.08587718566,0.0868014428,0.08668874277
N2O,Agriculture,3D13,Other cattle - Dairy Calves Female - Direct,0.02759000461,0.02689381367,0.02669562656,0.02664874835,0.0269818601,0.02602693643,0.02659617947,0.02528550432,0.0250617776,0.02529340664,0.02436612778,0.02350571819,0.02368582274,0.02351857469,0.02306151744,0.02291343952,0.02274865876,0.02349156335,0.02317333279,0.02535186727,0.02595520368,0.02652212117,0.0263121584,0.02644698077,0.028321113,0.02896575456,0.02827629098,0.02608340149
N2O,Agriculture,3D13,Other cattle - Dairy Replacements Female - Direct,0.02680651258,0.0262908268,0.02770641879,0.02756595255,0.02787087844,0.03095855659,0.03267958437,0.03323132762,0.03202987291,0.03258507807,0.0303063203,0.02816545099,0.02510220244,0.02587565509,0.02731288833,0.01682508809,0.01589924926,0.01596147895,0.01569532031,0.01630760625,0.01740283402,0.01781741091,0.01805529154,0.01828135821,0.01899636817,0.01880785168,0.01948014867,0.01904886262
N2O,Agriculture,3D13,Other cattle - Dairy In Calf Heifers - Direct,0.03075675181,0.03104623103,0.03246426183,0.03381989135,0.0328225466,0.03372146864,0.03707318245,0.03660453035,0.03466667122,0.03404456838,0.03326719989,0.03166965781,0.02989137991,0.02820652781,0.02965669545,0.04445189177,0.04492024979,0.04224807116,0.04095396037,0.04073481806,0.04209721793,0.0422321998,0.04055176629,0.04046544236,0.04279123942,0.04036812939,0.03873135741,0.03902069103
